source_display	target	card_type	level	word_class	gender	topic	flelex_word	freq_total
entourer	umgeben	words	B1	verb		Allgemein	entourer	66.94
le but	das Ziel	words	B1	noun	m	Allgemein	but	66.63
littéraire	literarisch	words	B1	adjective		Allgemein	littéraire	66.56
le hasard	der Zufall	words	B1	noun	m	Allgemein	hasard	66.30
oser	wagen	words	B1	verb		Allgemein	oser	65.93
l'expression	der Ausdruck	words	B1	noun	f	Allgemein	expression	64.71
relever	erheben	words	B1	verb		Allgemein	relever	64.56
l'usage	der Gebrauch	words	B1	noun	m	Allgemein	usage	63.71
poursuivre	verfolgen	words	B1	verb		Allgemein	poursuivre	63.71
le contrat	der Vertrag	words	B1	noun	m	Allgemein	contrat	62.73
serrer	drücken	words	B1	verb		Allgemein	serrer	62.49
emporter	mitnehmen	words	B1	verb		Allgemein	emporter	62.48
la geste	die Geste	words	B1	noun	f	Allgemein	geste	62.35
opposer	entgegensetzen	words	B1	verb		Allgemein	opposer	62.23
la mise	die Mise	words	B1	noun	f	Allgemein	mise	62.22
la pensée	der Gedanke	words	B1	noun	f	Allgemein	pensée	61.81
condamner	verurteilen	words	B1	verb		Allgemein	condamner	61.77
la trace	die Spur	words	B1	noun	f	Allgemein	trace	61.27
profond	tief	words	B1	adjective		Allgemein	profond	61.26
juger	urteilen	words	B1	verb		Allgemein	juger	61.16
la centaine	die Hundert	words	B1	noun	f	Allgemein	centaine	61.07
l'écriture	das Schreiben	words	B1	noun	f	Allgemein	écriture	60.82
souffrir	leiden	words	B1	verb		Allgemein	souffrir	60.63
le peuple	das Volk	words	B1	noun	m	Allgemein	peuple	60.32
privé	privat	words	B1	adjective		Allgemein	privé	60.17
ouvert	offen	words	B1	adjective		Allgemein	ouvert	60.15
sombre	dunkel	words	B1	adjective		Allgemein	sombre	59.86
soi	sich	words	B1	pronoun		Allgemein	soi	58.97
employer	anwenden	words	B1	verb		Allgemein	employer	58.70
faible	schwach	words	B1	adjective		Allgemein	faible	58.43
cesser	aufhören	words	B1	verb		Allgemein	cesser	58.20
éclairer	erklären	words	B1	verb		Allgemein	éclairer	57.87
le rythme	der Rhythmus	words	B1	noun	m	Allgemein	rythme	57.75
la violence	die Gewalt	words	B1	noun	f	Allgemein	violence	57.61
l'espèce	die Art	words	B1	noun	f	Allgemein	espèce	57.52
quant	was	words	B1	preposition		Allgemein	quant	57.50
la voie	der Weg	words	B1	noun	f	Allgemein	voie	57.40
l'éducation	die Bildung	words	B1	noun	f	Allgemein	éducation	57.30
révéler	offenbaren	words	B1	verb		Allgemein	révéler	57.06
signifier	bedeuten	words	B1	verb		Allgemein	signifier	57.05
le membre	das Mitglied	words	B1	noun	m	Allgemein	membre	56.96
menacer	bedrohen	words	B1	verb		Allgemein	menacer	56.90
la lutte	der Kampf	words	B1	noun	f	Allgemein	lutte	56.80
le sol	der Boden	words	B1	noun	m	Allgemein	sol	56.66
l'appel	der Aufruf	words	B1	noun	m	Allgemein	appel	56.60
déplacer	verschieben	words	B1	verb		Allgemein	déplacer	56.44
provoquer	verursachen	words	B1	verb		Allgemein	provoquer	56.29
la durée	die Dauer	words	B1	noun	f	Allgemein	durée	56.22
limiter	begrenzen	words	B1	verb		Allgemein	limiter	55.97
la bête	das Tier	words	B1	noun	f	Allgemein	bête	55.84
complètement	vollständig	words	B1	adverb		Allgemein	complètement	55.37
récent	neu	words	B1	adjective		Allgemein	récent	55.00
s'enfuir	fliehen	words	B1	verb		Allgemein	enfuir	54.99
unique	einzigartig	words	B1	adjective		Allgemein	unique	54.61
le consommateur	der Verbraucher	words	B1	noun	m	Allgemein	consommateur	54.25
blesser	verletzen	words	B1	verb		Allgemein	blesser	54.09
prononcer	aussprechen	words	B1	verb		Allgemein	prononcer	54.04
le modèle	das Modell	words	B1	noun	m	Allgemein	modèle	53.81
dépasser	überholen	words	B1	verb		Allgemein	dépasser	53.34
l'épaule	die Schulter	words	B1	noun	f	Allgemein	épaule	53.19
l'effort	der Aufwand	words	B1	noun	m	Allgemein	effort	53.15
le spécialiste	der Spezialist	words	B1	noun	m	Allgemein	spécialiste	52.65
bouger	bewegen	words	B1	verb		Allgemein	bouger	52.25
le trou	das Loch	words	B1	noun	n	Allgemein	trou	52.00
baisser	senken	words	B1	verb		Allgemein	baisser	51.60
debout	stehend	words	B1	adverb		Allgemein	debout	51.57
l'existence	die Existenz	words	B1	noun	f	Allgemein	existence	51.56
le fil	der Faden	words	B1	noun	m	Allgemein	fil	51.35
apprécier	schätzen	words	B1	verb		Allgemein	apprécier	50.84
le lecteur	der Leser	words	B1	noun	m	Allgemein	lecteur	50.43
l'opinion	die Meinung	words	B1	noun	f	Allgemein	opinion	49.88
adopter	adoptieren	words	B1	verb		Allgemein	adopter	49.74
le sein	die Brust	words	B1	noun	m	Allgemein	sein	49.70
pencher	neigen	words	B1	verb		Allgemein	pencher	49.36
traiter	behandeln	words	B1	verb		Allgemein	traiter	49.26
priver	berauben	words	B1	verb		Allgemein	priver	49.12
la propriété	das Eigentum	words	B1	noun	f	Allgemein	propriété	48.65
contenir	enthalten	words	B1	verb		Allgemein	contenir	48.61
exercer	ausüben	words	B1	verb		Allgemein	exercer	48.60
l'utilisation	die Nutzung	words	B1	noun	f	Allgemein	utilisation	48.38
l'acteur	der Schauspieler	words	B1	noun	m	Allgemein	acteur	48.31
le principe	das Prinzip	words	B1	noun	m	Allgemein	principe	48.28
minuit	Mitternacht	words	B1	noun		Allgemein	minuit	48.18
la présence	die Anwesenheit	words	B1	noun	f	Allgemein	présence	48.12
établir	einrichten	words	B1	verb		Allgemein	établir	48.10
voire	sogar	words	B1	adverb		Allgemein	voire	47.85
le désir	der Wunsch	words	B1	noun	m	Allgemein	désir	47.85
l'acte	der Akt	words	B1	noun	m	Allgemein	acte	47.59
la charge	die Last	words	B1	noun	f	Allgemein	charge	47.37
la mémoire	das Gedächtnis	words	B1	noun	f	Allgemein	mémoire	47.21
la dizaine	die Zehn	words	B1	noun	f	Allgemein	dizaine	47.15
la foule	die Menge	words	B1	noun	f	Allgemein	foule	47.11
la faute	der Fehler	words	B1	noun	f	Allgemein	faute	47.09
rapporter	bringen	words	B1	verb		Allgemein	rapporter	46.69
le caractère	der Charakter	words	B1	noun	m	Allgemein	caractère	46.57
le propos	der Vorschlag	words	B1	noun	m	Allgemein	propos	46.26
transmettre	übertragen	words	B1	verb		Allgemein	transmettre	45.99
séduire	verführen	words	B1	verb		Allgemein	séduire	45.77
un millier	der Tausend	words	B1	noun	m	Allgemein	millier	45.74
une absence	die Abwesenheit	words	B1	noun	f	Allgemein	absence	45.69
un agent	der Agent	words	B1	noun	m	Allgemein	agent	45.63
électronique	elektronisch	words	B1	adjective		Allgemein	électronique	45.43
une conséquence	die Konsequenz	words	B1	noun	f	Allgemein	conséquence	45.19
parvenir	erreichen	words	B1	verb		Allgemein	parvenir	44.82
un salaire	das Gehalt	words	B1	noun	m	Allgemein	salaire	44.74
une conscience	das Bewusstsein	words	B1	noun	f	Allgemein	conscience	44.71
modifier	ändern	words	B1	verb		Allgemein	modifier	44.67
une revanche	die Rache	words	B1	noun	f	Allgemein	revanche	44.56
une importance	die Bedeutung	words	B1	noun	f	Allgemein	importance	44.47
un changement	die Veränderung	words	B1	noun	m	Allgemein	changement	44.39
diminuer	verringern	words	B1	verb		Allgemein	diminuer	44.36
accorder	gewähren	words	B1	verb		Allgemein	accorder	44.31
amener	bringen	words	B1	verb		Allgemein	amener	44.08
tandis	während	words	B1	conjunction		Allgemein	tandis	44.00
technique	technisch	words	B1	adjective		Allgemein	technique	43.73
supposer	annehmen	words	B1	verb		Allgemein	supposer	43.69
une annonce	die Ankündigung	words	B1	noun	f	Allgemein	annonce	43.62
destiner	bestimmen	words	B1	verb		Allgemein	destiner	43.61
précipiter	beschleunigen	words	B1	verb		Allgemein	précipiter	43.60
artistique	künstlerisch	words	B1	adjective		Allgemein	artistique	43.17
financier	finanziell	words	B1	adjective		Allgemein	financier	43.16
autrefois	einst	words	B1	adverb		Allgemein	autrefois	43.15
davantage	mehr	words	B1	adverb		Allgemein	davantage	43.09
la princesse	die Prinzessin	words	B1	noun	f	Allgemein	princesse	43.01
l'âme	die Seele	words	B1	noun	f	Allgemein	âme	42.84
le citoyen	der Bürger	words	B1	noun	m	Allgemein	citoyen	42.44
le malheur	das Unglück	words	B1	noun	n	Allgemein	malheur	42.40
la méthode	die Methode	words	B1	noun	f	Allgemein	méthode	42.40
l'avance	der Fortschritt	words	B1	noun	f	Allgemein	avance	42.36
le cerveau	das Gehirn	words	B1	noun	n	Allgemein	cerveau	41.82
correspondre	entsprechen	words	B1	verb		Allgemein	correspondre	41.70
le cent	der Cent	words	B1	noun	m	Allgemein	cent	41.57
intégrer	integrieren	words	B1	verb		Allgemein	intégrer	41.57
l'avocat	der Anwalt	words	B1	noun	m	Allgemein	avocat	41.48
l'objectif	das Ziel	words	B1	noun	m	Allgemein	objectif	41.31
le tabac	der Tabak	words	B1	noun	m	Allgemein	tabac	41.30
la source	die Quelle	words	B1	noun	f	Allgemein	source	41.02
la manifestation	die Veranstaltung	words	B1	noun	f	Allgemein	manifestation	40.98
la puissance	die Kraft	words	B1	noun	f	Allgemein	puissance	40.97
l'attente	die Erwartung	words	B1	noun	f	Allgemein	attente	40.90
parfaitement	perfekt	words	B1	adverb		Allgemein	parfaitement	40.89
effectuer	durchführen	words	B1	verb		Allgemein	effectuer	40.72
signer	unterschreiben	words	B1	verb		Allgemein	signer	40.54
régulièrement	regelmäßig	words	B1	adverb		Allgemein	régulièrement	40.51
l'aspect	der Aspekt	words	B1	noun	m	Allgemein	aspect	40.30
la disparition	das Verschwinden	words	B1	noun	f	Allgemein	disparition	40.13
réel	real	words	B1	adjective		Allgemein	réel	40.01
contribuer	beitragen	words	B1	verb		Allgemein	contribuer	40.00
absolument	absolut	words	B1	adverb		Allgemein	absolument	39.98
le festival	das Festival	words	B1	noun	m	Allgemein	festival	39.89
l'augmentation	die Erhöhung	words	B1	noun	f	Allgemein	augmentation	39.68
le thème	das Thema	words	B1	noun	m	Allgemein	thème	39.68
acquérir	erwerben	words	B1	verb		Allgemein	acquérir	39.19
l'espoir	die Hoffnung	words	B1	noun	m	Allgemein	espoir	39.11
livrer	liefern	words	B1	verb		Arbeit & Beruf	livrer	39.02
l'atmosphère	die Atmosphäre	words	B1	noun	f	Allgemein	atmosphère	38.95
le cou	der Hals	words	B1	noun	m	Körper & Gesundheit	cou	38.82
le gendarme	der Polizist	words	B1	noun	m	Stadt & Verkehr	gendarme	38.81
la réflexion	die Reflexion	words	B1	noun	f	Allgemein	réflexion	38.44
le manteau	der Mantel	words	B1	noun	m	Allgemein	manteau	38.34
éloigner	entfernen	words	B1	verb		Allgemein	éloigner	38.27
la lèvre	die Lippe	words	B1	noun	f	Allgemein	lèvre	38.24
le récit	der Bericht	words	B1	noun	m	Allgemein	récit	38.05
améliorer	verbessern	words	B1	verb		Allgemein	améliorer	38.01
collectif	kollektiv	words	B1	adjective		Allgemein	collectif	37.94
la personnalité	die Persönlichkeit	words	B1	noun	f	Allgemein	personnalité	37.90
l'assemblée	die Versammlung	words	B1	noun	f	Allgemein	assemblée	37.77
le compagnon	der Gefährte	words	B1	noun	m	Allgemein	compagnon	37.68
le tiers	der Dritte	words	B1	noun	m	Allgemein	tiers	37.65
distinguer	unterscheiden	words	B1	verb		Allgemein	distinguer	37.48
dehors	draußen	words	B1	noun		Allgemein	dehors	37.34
inutile	nutzlos	words	B1	adjective		Allgemein	inutile	37.27
risquer	riskieren	words	B1	verb		Allgemein	risquer	37.18
totalement	vollständig	words	B1	adverb		Allgemein	totalement	37.12
la vitesse	die Geschwindigkeit	words	B1	noun	f	Allgemein	vitesse	37.02
traduire	übersetzen	words	B1	verb		Allgemein	traduire	36.96
la revue	die Zeitschrift	words	B1	noun	f	Allgemein	revue	36.78
obéir	gehorchen	words	B1	verb		Allgemein	obéir	36.73
le salarié	der Angestellte	words	B1	noun	m	Allgemein	salarié	36.69
le témoin	der Zeuge	words	B1	noun	m	Allgemein	témoin	36.58
civil	zivil	words	B1	adjective		Allgemein	civil	36.57
plaindre	beklagen	words	B1	verb		Allgemein	plaindre	36.52
dérouler	abrollen	words	B1	verb		Allgemein	dérouler	36.27
le paysan	der Bauer	words	B1	noun	m	Allgemein	paysan	36.24
pareil	gleich	words	B1	adjective		Allgemein	pareil	36.23
religieux	religiös	words	B1	adjective		Allgemein	religieux	36.14
la veille	die Wachsamkeit	words	B1	noun	f	Allgemein	veille	36.11
contrôler	kontrollieren	words	B1	verb		Allgemein	contrôler	36.06
le front	die Front	words	B1	noun	m	Allgemein	front	35.92
le lac	der See	words	B1	noun	m	Allgemein	lac	35.91
maigre	dünn	words	B1	adjective		Allgemein	maigre	35.90
prévenir	warnen	words	B1	verb		Allgemein	prévenir	35.79
consister	bestehen	words	B1	verb		Allgemein	consister	35.75
la vente	der Verkauf	words	B1	noun	f	Allgemein	vente	35.69
le dossier	die Akte	words	B1	noun	m	Allgemein	dossier	35.59
grandir	wachsen	words	B1	verb		Allgemein	grandir	35.54
le manque	der Mangel	words	B1	noun	m	Allgemein	manque	35.44
l'entretien	das Gespräch	words	B1	noun	m	Allgemein	entretien	35.10
total	gesamt	words	B1	adjective		Allgemein	total	35.02
la chemise	das Hemd	words	B1	noun	f	Allgemein	chemise	35.01
le coût	die Kosten	words	B1	noun	m	Allgemein	coût	35.00
silencieux	still	words	B1	adjective		Allgemein	silencieux	34.96
impliquer	einbeziehen	words	B1	verb		Allgemein	impliquer	34.91
le mien	meiner	words	B1	pronoun		Allgemein	mien	34.90
couler	fließen	words	B1	verb		Allgemein	couler	34.88
multiplier	multiplizieren	words	B1	verb		Allgemein	multiplier	34.49
associer	assoziieren	words	B1	verb		Allgemein	associer	34.31
le gaz	das Gas	words	B1	noun	n	Allgemein	gaz	34.19
la cigarette	die Zigarette	words	B1	noun	f	Allgemein	cigarette	34.16
la critique	die Kritik	words	B1	noun	f	Allgemein	critique	33.66
le témoignage	das Zeugnis	words	B1	noun	n	Allgemein	témoignage	33.55
soulever	heben	words	B1	verb		Allgemein	soulever	33.34
le soin	die Pflege	words	B1	noun	m	Allgemein	soin	33.27
accuser	beschuldigen	words	B1	verb		Allgemein	accuser	33.07
préciser	präzisieren	words	B1	verb		Allgemein	préciser	33.06
magique	magisch	words	B1	adjective		Allgemein	magique	32.97
le respect	der Respekt	words	B1	noun	m	Allgemein	respect	32.88
l'armée	die Armee	words	B1	noun	f	Allgemein	armée	32.86
le siège	der Sitz	words	B1	noun	m	Allgemein	siège	32.82
généralement	generell	words	B1	adverb		Allgemein	généralement	32.71
municipal	kommunal	words	B1	adjective		Allgemein	municipal	32.64
le milliard	die Milliarde	words	B1	noun	m	Allgemein	milliard	32.63
l'offre	das Angebot	words	B1	noun	f	Allgemein	offre	32.61
guérir	heilen	words	B1	verb		Allgemein	guérir	32.54
puissant	mächtig	words	B1	adjective		Allgemein	puissant	32.54
la surface	die Oberfläche	words	B1	noun	f	Allgemein	surface	32.49
la star	der Star	words	B1	noun	f	Allgemein	star	32.45
l'accès	der Zugang	words	B1	noun	m	Allgemein	accès	32.40
voter	wählen	words	B1	verb		Allgemein	voter	32.24
le tissu	der Stoff	words	B1	noun	m	Allgemein	tissu	32.23
solide	fest	words	B1	adjective		Allgemein	solide	32.16
le don	das Geschenk	words	B1	noun	m	Allgemein	don	32.16
la grève	der Streik	words	B1	noun	f	Allgemein	grève	32.10
répandre	verbreiten	words	B1	verb		Allgemein	répandre	32.07
le sexe	das Geschlecht	words	B1	noun	m	Allgemein	sexe	32.05
jurer	schwören	words	B1	verb		Allgemein	jurer	32.03
régional	regional	words	B1	adjective		Allgemein	régional	32.00
fréquenter	besuchen	words	B1	verb		Allgemein	fréquenter	31.93
le tort	das Unrecht	words	B1	noun	m	Allgemein	tort	31.92
certes	gewiss	words	B1	adverb		Allgemein	certes	31.86
l'arrière	der Rücken	words	B1	noun	m	Allgemein	arrière	31.85
saisir	ergreifen	words	B1	verb		Allgemein	saisir	31.76
renvoyer	entlassen	words	B1	verb		Allgemein	renvoyer	31.69
l'administration	die Verwaltung	words	B1	noun	f	Allgemein	administration	31.64
soigner	pflegen	words	B1	verb		Allgemein	soigner	31.60
rassembler	versammeln	words	B1	verb		Allgemein	rassembler	31.56
largement	weitgehend	words	B1	adverb		Allgemein	largement	31.55
l'urgence	der Notfall	words	B1	noun	f	Allgemein	urgence	31.52
le bouton	der Knopf	words	B1	noun	m	Allgemein	bouton	31.46
le diplôme	das Diplom	words	B1	noun	m	Allgemein	diplôme	31.36
disputer	streiten	words	B1	verb		Allgemein	disputer	31.33
urbain	städtisch	words	B1	adjective		Allgemein	urbain	31.13
détruire	zerstören	words	B1	verb		Allgemein	détruire	30.99
la curiosité	die Neugier	words	B1	noun	f	Allgemein	curiosité	30.96
l'intelligence	die Intelligenz	words	B1	noun	f	Allgemein	intelligence	30.77
naturellement	natürlich	words	B1	adverb		Allgemein	naturellement	30.59
circuler	zirkulieren	words	B1	verb		Allgemein	circuler	30.57
moi-même	ich selbst	words	B1	pronoun		Allgemein	moi-même	30.52
résister	widerstehen	words	B1	verb		Allgemein	résister	30.49
égal	gleich	words	B1	adjective		Allgemein	égal	30.42
témoigner	zeugen	words	B1	verb		Allgemein	témoigner	30.36
la volonté	der Wille	words	B1	noun	f	Allgemein	volonté	30.30
le robot	der Roboter	words	B1	noun	m	Allgemein	robot	30.26
hurler	heulen	words	B1	verb		Allgemein	hurler	30.21
comporter	beinhalten	words	B1	verb		Allgemein	comporter	30.17
le déplacement	die Verschiebung	words	B1	noun	m	Allgemein	déplacement	30.03
la remarque	die Bemerkung	words	B1	noun	f	Allgemein	remarque	30.01
le vivant	das Lebewesen	words	B1	noun	m	Allgemein	vivant	29.96
le partenaire	der Partner	words	B1	noun	m	Allgemein	partenaire	29.95
le sien	sein/ihr	words	B1	pronoun		Allgemein	sien	29.93
la catastrophe	die Katastrophe	words	B1	noun	f	Allgemein	catastrophe	29.76
l'attitude	die Einstellung	words	B1	noun	f	Allgemein	attitude	29.74
envahir	überfallen	words	B1	verb		Allgemein	envahir	29.67
la bataille	die Schlacht	words	B1	noun	f	Allgemein	bataille	29.57
l'arrêt	der Halt	words	B1	noun	m	Allgemein	arrêt	29.54
le fantôme	der Geist	words	B1	noun	m	Allgemein	fantôme	29.47
furieux	wütend	words	B1	adjective		Allgemein	furieux	29.43
pâle	blass	words	B1	adjective		Allgemein	pâle	29.36
nommer	nennen	words	B1	verb		Allgemein	nommer	29.33
renoncer	verzichten	words	B1	verb		Allgemein	renoncer	29.32
probablement	wahrscheinlich	words	B1	adverb		Allgemein	probablement	29.26
exiger	fordern	words	B1	verb		Allgemein	exiger	29.25
autrement	anders	words	B1	adverb		Allgemein	autrement	29.24
majeur	wichtig	words	B1	adjective		Allgemein	majeur	29.23
extraire	entnehmen	words	B1	verb		Allgemein	extraire	29.18
peser	wiegen	words	B1	verb		Allgemein	peser	29.17
supporter	unterstützen	words	B1	verb		Allgemein	supporter	29.17
le critère	das Kriterium	words	B1	noun	m	Allgemein	critère	29.04
le revenu	das Einkommen	words	B1	noun	m	Allgemein	revenu	28.90
reculer	zurückgehen	words	B1	verb		Allgemein	reculer	28.79
la limite	die Grenze	words	B1	noun	f	Allgemein	limite	28.62
la chasse	die Jagd	words	B1	noun	f	Allgemein	chasse	28.62
l'industrie	die Industrie	words	B1	noun	f	Allgemein	industrie	28.59
coupable	schuldig	words	B1	adjective		Allgemein	coupable	28.58
la mission	die Mission	words	B1	noun	f	Allgemein	mission	28.54
encourager	ermutigen	words	B1	verb		Allgemein	encourager	28.47
le courrier	die Post	words	B1	noun	m	Allgemein	courrier	28.33
bouleverser	umwälzen	words	B1	verb		Allgemein	bouleverser	28.20
l'épreuve	die Prüfung	words	B1	noun	f	Allgemein	épreuve	28.13
causer	reden	words	B1	verb		Allgemein	causer	28.03
transporter	transportieren	words	B1	verb		Allgemein	transporter	27.96
la formule	die Formel	words	B1	noun	f	Allgemein	formule	27.95
le ministère	das Ministerium	words	B1	noun	m	Allgemein	ministère	27.92
nourrir	ernähren	words	B1	verb		Allgemein	nourrir	27.90
intervenir	eingreifen	words	B1	verb		Allgemein	intervenir	27.86
l'éditeur	der Herausgeber	words	B1	noun	m	Allgemein	éditeur	27.76
confier	anvertrauen	words	B1	verb		Allgemein	confier	27.75
le docteur	der Arzt	words	B1	noun	m	Allgemein	docteur	27.73
méchant	gemein	words	B1	adjective		Allgemein	méchant	27.40
demeurer	wohnen	words	B1	verb		Allgemein	demeurer	27.32
le langage	die Sprache	words	B1	noun	m	Allgemein	langage	27.30
indispensable	unentbehrlich	words	B1	adjective		Allgemein	indispensable	27.29
l'initiative	die Initiative	words	B1	noun	f	Allgemein	initiative	27.27
l'assiette	der Teller	words	B1	noun	f	Allgemein	assiette	27.20
le boulot	der Job	words	B1	noun	m	Allgemein	boulot	27.17
deviner	erraten	words	B1	verb		Allgemein	deviner	27.13
récupérer	wiederbekommen	words	B1	verb		Allgemein	récupérer	27.09
durant	während	words	B1	preposition		Allgemein	durant	26.98
la tristesse	die Traurigkeit	words	B1	noun	f	Allgemein	tristesse	26.92
le meuble	das Möbel	words	B1	noun	m	Allgemein	meuble	26.87
mêler	mischen	words	B1	verb		Allgemein	mêler	26.85
les secours	die Hilfe	words	B1	noun		Allgemein	secours	26.80
dépenser	ausgeben	words	B1	verb		Allgemein	dépenser	26.78
profondément	tief	words	B1	adverb		Allgemein	profondément	26.72
supprimer	löschen	words	B1	verb		Allgemein	supprimer	26.70
le minimum	das Minimum	words	B1	noun	n	Allgemein	minimum	26.70
le costume	der Anzug	words	B1	noun	m	Allgemein	costume	26.66
la résistance	der Widerstand	words	B1	noun	f	Allgemein	résistance	26.62
admettre	zugeben	words	B1	verb		Allgemein	admettre	26.61
respirer	atmen	words	B1	verb		Allgemein	respirer	26.57
la réalisation	die Umsetzung	words	B1	noun	f	Allgemein	réalisation	26.55
la réussite	der Erfolg	words	B1	noun	f	Allgemein	réussite	26.54
la couverture	die Decke	words	B1	noun	f	Allgemein	couverture	26.41
enregistrer	aufzeichnen	words	B1	verb		Allgemein	enregistrer	26.38
le rideau	der Vorhang	words	B1	noun	m	Allgemein	rideau	26.37
réclamer	fordern	words	B1	verb		Allgemein	réclamer	26.34
universel	universell	words	B1	adjective		Allgemein	universel	26.34
dresser	aufstellen	words	B1	verb		Allgemein	dresser	26.29
la victoire	der Sieg	words	B1	noun	f	Allgemein	victoire	26.24
aborder	ansprechen	words	B1	verb		Allgemein	aborder	26.18
écraser	zerdrücken	words	B1	verb		Allgemein	écraser	26.06
réagir	reagieren	words	B1	verb		Allgemein	réagir	26.06
médical	medizinisch	words	B1	adjective		Allgemein	médical	26.03
la poitrine	die Brust	words	B1	noun	f	Allgemein	poitrine	25.99
contrairement	im Gegensatz	words	B1	adverb		Allgemein	contrairement	25.94
figurer	figuriert	words	B1	verb		Allgemein	figurer	25.94
brillant	brillant	words	B1	adjective		Allgemein	brillant	25.93
examiner	untersuchen	words	B1	verb		Allgemein	examiner	25.89
l'apprentissage	das Lernen	words	B1	noun	m	Allgemein	apprentissage	25.89
le pot	der Topf	words	B1	noun	m	Allgemein	pot	25.86
efficace	effektiv	words	B1	adjective		Allgemein	efficace	25.80
communiquer	kommunizieren	words	B1	verb		Allgemein	communiquer	25.77
entièrement	vollständig	words	B1	adverb		Allgemein	entièrement	25.73
la hauteur	die Höhe	words	B1	noun	f	Allgemein	hauteur	25.72
disponible	verfügbar	words	B1	adjective		Allgemein	disponible	25.60
la série	die Serie	words	B1	noun	f	Allgemein	série	25.55
la structure	die Struktur	words	B1	noun	f	Allgemein	structure	25.49
l'imagination	die Vorstellung	words	B1	noun	f	Allgemein	imagination	25.39
accrocher	hängen	words	B1	verb		Allgemein	accrocher	25.24
interrompre	unterbrechen	words	B1	verb		Allgemein	interrompre	25.17
elle-même	sie selbst	words	B1	pronoun		Allgemein	elle-même	25.16
la figure	die Figur	words	B1	noun	f	Allgemein	figure	25.13
la misère	die Not	words	B1	noun	f	Allgemein	misère	25.10
psychologique	psychologisch	words	B1	adjective		Allgemein	psychologique	25.07
le parcours	der Weg	words	B1	noun	m	Allgemein	parcours	25.04
la fiction	die Fiktion	words	B1	noun	f	Allgemein	fiction	25.02
émouvoir	berühren	words	B1	verb		Allgemein	émouvoir	24.97
le rayon	der Strahl	words	B1	noun	m	Allgemein	rayon	24.94
le marchand	der Händler	words	B1	noun	m	Allgemein	marchand	24.93
prétendre	behaupten	words	B1	verb		Allgemein	prétendre	24.71
l'influence	der Einfluss	words	B1	noun	f	Allgemein	influence	24.67
la vision	die Vision	words	B1	noun	f	Allgemein	vision	24.62
la tâche	die Aufgabe	words	B1	noun	f	Allgemein	tâche	24.55
alimentaire	lebensmittel-	words	B1	adjective		Allgemein	alimentaire	24.50
le conflit	der Konflikt	words	B1	noun	m	Allgemein	conflit	24.42
le guide	der Führer	words	B1	noun	m	Allgemein	guide	24.37
provenir	stammen	words	B1	verb		Allgemein	provenir	24.27
refermer	wieder schließen	words	B1	verb		Allgemein	refermer	24.25
toutefois	dennoch	words	B1	adverb		Allgemein	toutefois	24.24
gai	fröhlich	words	B1	adjective		Allgemein	gai	24.23
distribuer	verteilen	words	B1	verb		Allgemein	distribuer	24.19
la frontière	die Grenze	words	B1	noun	f	Allgemein	frontière	24.02
satisfaire	befriedigen	words	B1	verb		Allgemein	satisfaire	24.01
central	zentral	words	B1	adjective		Allgemein	central	24.00
croiser	kreuzen	words	B1	verb		Allgemein	croiser	24.00
rose	rosa	words	B1	adjective		Allgemein	rose	23.98
parcourir	durchqueren	words	B1	verb		Allgemein	parcourir	23.95
recommander	empfehlen	words	B1	verb		Allgemein	recommander	23.91
identifier	identifizieren	words	B1	verb		Allgemein	identifier	23.82
réellement	tatsächlich	words	B1	adverb		Allgemein	réellement	23.79
l'extérieur	das Äußere	words	B1	noun	n	Allgemein	extérieur	23.68
la fièvre	das Fieber	words	B1	noun	f	Allgemein	fièvre	23.66
la ressource	die Ressource	words	B1	noun	f	Allgemein	ressource	23.51
consulter	beraten	words	B1	verb		Allgemein	consulter	23.34
la disposition	die Verfügung	words	B1	noun	f	Allgemein	disposition	23.32
le destin	das Schicksal	words	B1	noun	m	Allgemein	destin	23.31
gêner	stören	words	B1	verb		Allgemein	gêner	23.20
la baisse	der Rückgang	words	B1	noun	f	Allgemein	baisse	23.14
équiper	ausstatten	words	B1	verb		Allgemein	équiper	23.11
bénéficier	profitieren	words	B1	verb		Allgemein	bénéficier	23.11
le créateur	der Schöpfer	words	B1	noun	m	Allgemein	créateur	23.10
la présentation	die Präsentation	words	B1	noun	f	Allgemein	présentation	23.06
la philosophie	die Philosophie	words	B1	noun	f	Allgemein	philosophie	23.06
la commune	die Gemeinde	words	B1	noun	f	Allgemein	commune	23.05
modeste	bescheiden	words	B1	adjective		Allgemein	modeste	23.03
l'intention	die Absicht	words	B1	noun	f	Allgemein	intention	23.00
positif	positiv	words	B1	adjective		Allgemein	positif	23.00
la pollution	die Verschmutzung	words	B1	noun	f	Allgemein	pollution	22.97
le producteur	der Produzent	words	B1	noun	m	Allgemein	producteur	22.94
le géant	der Riese	words	B1	noun	m	Allgemein	géant	22.93
maintenir	beibehalten	words	B1	verb		Allgemein	maintenir	22.86
l'établissement	das Unternehmen	words	B1	noun	n	Allgemein	établissement	22.80
le tribunal	das Gericht	words	B1	noun	m	Allgemein	tribunal	22.73
refaire	wieder machen	words	B1	verb		Allgemein	refaire	22.73
le cabinet	das Kabinett	words	B1	noun	m	Allgemein	cabinet	22.70
briser	brechen	words	B1	verb		Allgemein	briser	22.67
la catégorie	die Kategorie	words	B1	noun	f	Allgemein	catégorie	22.59
